userid,spending_amount,receipient_category,Necessities_or_non_essential,timestamp
000013,744.3,credit card payment,False,2024-09-17 15:04:29.880009
000021,437.67,buy now pay later,False,2024-09-11 15:04:29.880009
000015,119.78,rental,True,2024-11-21 15:04:29.880009
000026,560.29,insurance,True,2024-09-02 15:04:29.880009
000047,106.46,installments,False,2024-10-22 15:04:29.880009
000020,208.18,installments,False,2024-11-04 15:04:29.880009
000038,282.23,food,True,2024-12-14 15:04:29.880009
000079,8612.75,mortgage loan,True,2024-12-08 15:04:29.880009
000064,355.53,credit card payment,False,2024-07-07 15:04:29.880009
000064,301.48,taxes,True,2024-11-01 15:04:29.880009
000012,148.38,insurance,True,2024-09-02 15:04:29.880009
000076,315.0,credit card payment,False,2024-08-14 15:04:29.880009
000047,783.61,credit card payment,False,2024-08-24 15:04:29.880009
000043,266.07,groceries,True,2024-09-26 15:04:29.880009
000017,947.66,installments,False,2024-10-15 15:04:29.880009
000015,528.72,telco,True,2024-08-14 15:04:29.880009
000026,196.6,insurance,True,2024-12-23 15:04:29.880009
000056,750.42,utility,True,2024-09-17 15:04:29.880009
000072,527.89,utility,True,2024-10-22 15:04:29.880009
000000,495.29,buy now pay later,False,2024-08-22 15:04:29.880009
000031,708.93,taxes,True,2024-07-12 15:04:29.880009
000061,6186.55,mortgage loan,True,2024-12-02 15:04:29.880009
000074,237.41,installments,False,2024-10-14 15:04:29.880009
000037,2418.54,investment,False,2024-11-21 15:04:29.880009
000064,285.33,rental,True,2024-07-23 15:04:29.880009
000022,292.89,rental,True,2024-11-30 15:04:29.880009
000010,234.49,fashion,False,2024-08-22 15:04:29.880009
000034,321.36,insurance,True,2024-09-05 15:04:29.880009
000048,565.66,utility,True,2024-08-09 15:04:29.880009
000053,662.69,installments,False,2024-08-25 15:04:29.880009
000073,52.88,rental,True,2024-08-25 15:04:29.880009
000031,919.5,gym membership,False,2024-07-21 15:04:29.880009
000019,606.43,gym membership,False,2024-09-27 15:04:29.880009
000067,111.9,rental,True,2024-08-28 15:04:29.880009
000054,947.55,telco,True,2024-09-26 15:04:29.880009
000029,391.39,food,True,2024-07-12 15:04:29.880009
000017,467.06,gym membership,False,2024-10-10 15:04:29.880009
000082,221.97,gym membership,False,2024-08-10 15:04:29.880009
000053,282.8,telco,True,2024-09-22 15:04:29.880009
000053,829.25,installments,False,2024-11-24 15:04:29.880009
000059,6100.32,mortgage loan,True,2024-11-17 15:04:29.880009
000066,306.35,credit card payment,False,2024-12-23 15:04:29.880009
000069,333.8,fashion,False,2024-10-22 15:04:29.880009
000003,51.6,buy now pay later,False,2024-08-26 15:04:29.880009
000057,935.51,insurance,True,2024-11-17 15:04:29.880009
000018,988.45,transportation,True,2024-09-18 15:04:29.880009
000001,387.8,insurance,True,2024-12-14 15:04:29.880009
000066,174.31,insurance,True,2024-11-19 15:04:29.880009
000009,705.96,food,True,2024-12-14 15:04:29.880009
000010,108.71,gym membership,False,2024-08-16 15:04:29.880009
000043,718.51,telco,True,2024-07-27 15:04:29.880009
000040,400.86,telco,True,2024-07-30 15:04:29.880009
000052,491.99,groceries,True,2024-10-16 15:04:29.880009
000021,628.23,credit card payment,False,2024-12-19 15:04:29.880009
000056,859.92,rental,True,2024-12-01 15:04:29.880009
000007,91.87,buy now pay later,False,2024-08-09 15:04:29.880009
000051,879.11,insurance,True,2024-10-15 15:04:29.880009
000072,646.97,rental,True,2024-11-15 15:04:29.880009
000019,4306.12,mortgage loan,True,2024-10-26 15:04:29.880009
000007,710.24,food,True,2024-12-13 15:04:29.880009
000066,162.54,rental,True,2024-09-11 15:04:29.880009
000038,810.57,utility,True,2024-10-16 15:04:29.880009
000054,351.35,fashion,False,2024-11-12 15:04:29.880009
000052,888.3,credit card payment,False,2024-10-01 15:04:29.880009
000039,228.69,installments,False,2024-10-19 15:04:29.880009
000040,671.46,installments,False,2024-08-27 15:04:29.880009
000044,381.44,food,True,2024-07-23 15:04:29.880009
000072,240.66,installments,False,2024-10-03 15:04:29.880009
000036,17.89,taxes,True,2024-11-06 15:04:29.880009
000018,773.79,utility,True,2024-08-25 15:04:29.880009
000052,32.22,groceries,True,2024-08-03 15:04:29.880009
000057,17.15,installments,False,2024-09-12 15:04:29.880009
000026,629.73,transportation,True,2024-09-14 15:04:29.880009
000057,488.74,fashion,False,2024-11-17 15:04:29.880009
000045,479.65,groceries,True,2024-12-04 15:04:29.880009
000052,169.52,credit card payment,False,2024-08-22 15:04:29.880009
000025,401.99,food,True,2024-09-27 15:04:29.880009
000039,735.03,credit card payment,False,2024-11-13 15:04:29.880009
000083,8890.85,mortgage loan,True,2024-10-27 15:04:29.880009
000080,681.33,transportation,True,2024-11-05 15:04:29.880009
000069,17.36,rental,True,2024-12-15 15:04:29.880009
000050,753.53,transportation,True,2024-07-20 15:04:29.880009
000016,77.6,credit card payment,False,2024-12-14 15:04:29.880009
000066,875.14,food,True,2024-09-10 15:04:29.880009
000036,640.84,insurance,True,2024-08-14 15:04:29.880009
000027,823.38,insurance,True,2024-08-25 15:04:29.880009
000076,669.2,credit card payment,False,2024-12-16 15:04:29.880009
000065,447.65,fashion,False,2024-09-08 15:04:29.880009
000040,216.96,fashion,False,2024-09-13 15:04:29.880009
000066,866.16,transportation,True,2024-08-05 15:04:29.880009
000044,834.9,insurance,True,2024-10-07 15:04:29.880009
000020,307.52,fashion,False,2024-09-15 15:04:29.880009
000002,77.28,utility,True,2024-07-30 15:04:29.880009
000003,1932.28,mortgage loan,True,2024-10-05 15:04:29.880009
000033,582.15,installments,False,2024-10-19 15:04:29.880009
000031,251.47,insurance,True,2024-09-06 15:04:29.880009
000039,190.26,telco,True,2024-10-11 15:04:29.880009
000054,464.26,installments,False,2024-08-16 15:04:29.880009
000064,561.97,telco,True,2024-07-29 15:04:29.880009
000014,349.3,buy now pay later,False,2024-11-11 15:04:29.880009
000007,365.53,fashion,False,2024-09-09 15:04:29.880009
000048,3813.89,mortgage loan,True,2024-07-20 15:04:29.880009
000033,930.14,taxes,True,2024-09-06 15:04:29.880009
000065,702.85,food,True,2024-12-18 15:04:29.880009
000081,242.67,fashion,False,2024-12-11 15:04:29.880009
000015,243.91,insurance,True,2024-07-07 15:04:29.880009
000075,775.84,insurance,True,2024-11-04 15:04:29.880009
000015,761.56,groceries,True,2024-07-05 15:04:29.880009
000057,296.7,groceries,True,2024-08-22 15:04:29.880009
000038,7305.05,mortgage loan,True,2024-08-20 15:04:29.880009
000081,838.56,transportation,True,2024-12-11 15:04:29.880009
000058,961.6,groceries,True,2024-10-11 15:04:29.880009
000044,253.42,buy now pay later,False,2024-12-06 15:04:29.880009
000030,46.4,installments,False,2024-08-13 15:04:29.880009
000030,2798.2,investment,False,2024-10-18 15:04:29.880009
000045,803.58,gym membership,False,2024-08-12 15:04:29.880009
000038,29.73,transportation,True,2024-07-18 15:04:29.880009
000036,926.78,rental,True,2024-07-15 15:04:29.880009
000017,818.54,groceries,True,2024-08-13 15:04:29.880009
000049,480.64,buy now pay later,False,2024-10-17 15:04:29.880009
000032,478.33,fashion,False,2024-11-15 15:04:29.880009
000069,578.23,groceries,True,2024-09-11 15:04:29.880009
000042,356.99,buy now pay later,False,2024-08-17 15:04:29.880009
000025,313.74,utility,True,2024-12-12 15:04:29.880009
000047,719.49,utility,True,2024-10-12 15:04:29.880009
000058,486.42,gym membership,False,2024-10-10 15:04:29.880009
000012,334.73,credit card payment,False,2024-09-20 15:04:29.880009
000018,660.53,telco,True,2024-08-05 15:04:29.880009
000055,242.51,telco,True,2024-12-07 15:04:29.880009
000053,690.89,food,True,2024-09-11 15:04:29.880009
000010,184.35,fashion,False,2024-10-19 15:04:29.880009
000011,18.02,telco,True,2024-08-29 15:04:29.880009
000007,996.67,groceries,True,2024-07-20 15:04:29.880009
000075,945.87,telco,True,2024-11-21 15:04:29.880009
000016,370.26,food,True,2024-09-10 15:04:29.880009
000061,755.31,food,True,2024-10-19 15:04:29.880009
000027,495.65,fashion,False,2024-07-04 15:04:29.880009
000067,8221.15,investment,False,2024-10-23 15:04:29.880009
000009,443.73,insurance,True,2024-07-25 15:04:29.880009
000048,124.25,gym membership,False,2024-10-12 15:04:29.880009
000052,165.78,insurance,True,2024-09-20 15:04:29.880009
000073,450.54,fashion,False,2024-08-16 15:04:29.880009
000079,402.41,insurance,True,2024-08-18 15:04:29.880009
000064,468.94,food,True,2024-11-20 15:04:29.880009
000054,265.24,rental,True,2024-08-14 15:04:29.880009
000079,367.64,groceries,True,2024-10-10 15:04:29.880009
000076,349.5,buy now pay later,False,2024-10-12 15:04:29.880009
000081,47.0,groceries,True,2024-11-21 15:04:29.880009
000076,644.9,transportation,True,2024-08-20 15:04:29.880009
000018,152.14,gym membership,False,2024-10-14 15:04:29.880009
000064,156.77,transportation,True,2024-07-23 15:04:29.880009
000016,317.3,utility,True,2024-12-14 15:04:29.880009
000062,438.93,fashion,False,2024-10-31 15:04:29.880009
000078,127.73,transportation,True,2024-08-10 15:04:29.880009
000077,9229.69,mortgage loan,True,2024-11-13 15:04:29.880009
000069,687.23,rental,True,2024-10-18 15:04:29.880009
000027,9412.82,investment,False,2024-09-19 15:04:29.880009
000058,18.84,installments,False,2024-08-03 15:04:29.880009
000071,79.4,telco,True,2024-08-09 15:04:29.880009
000004,865.96,installments,False,2024-12-25 15:04:29.880009
000020,7245.83,investment,False,2024-11-15 15:04:29.880009
000065,934.55,groceries,True,2024-10-23 15:04:29.880009
000015,54.96,telco,True,2024-11-12 15:04:29.880009
000081,962.5,utility,True,2024-07-26 15:04:29.880009
000014,404.74,taxes,True,2024-12-23 15:04:29.880009
000015,319.93,transportation,True,2024-09-14 15:04:29.880009
000048,566.66,credit card payment,False,2024-10-19 15:04:29.880009
000037,378.52,taxes,True,2024-08-22 15:04:29.880009
000005,221.56,telco,True,2024-12-15 15:04:29.880009
000019,9983.36,mortgage loan,True,2024-08-10 15:04:29.880009
000015,122.68,gym membership,False,2024-11-13 15:04:29.880009
000048,815.89,telco,True,2024-08-05 15:04:29.880009
000039,206.06,fashion,False,2024-09-11 15:04:29.880009
000049,3647.6,mortgage loan,True,2024-12-05 15:04:29.880009
000039,852.25,credit card payment,False,2024-10-25 15:04:29.880009
000038,796.9,telco,True,2024-11-12 15:04:29.880009
000062,6046.19,mortgage loan,True,2024-10-23 15:04:29.880009
000066,14.07,insurance,True,2024-08-03 15:04:29.880009
000018,120.07,gym membership,False,2024-11-09 15:04:29.880009
000018,454.12,gym membership,False,2024-11-30 15:04:29.880009
000068,495.63,buy now pay later,False,2024-10-19 15:04:29.880009
000077,758.55,telco,True,2024-11-02 15:04:29.880009
000039,176.21,utility,True,2024-09-03 15:04:29.880009
000057,20.45,utility,True,2024-10-17 15:04:29.880009
000080,502.3,credit card payment,False,2024-12-20 15:04:29.880009
000013,612.21,telco,True,2024-07-05 15:04:29.880009
000011,579.06,groceries,True,2024-08-24 15:04:29.880009
000053,681.77,insurance,True,2024-11-13 15:04:29.880009
000081,5277.42,investment,False,2024-08-08 15:04:29.880009
000031,101.4,buy now pay later,False,2024-07-14 15:04:29.880009
000000,606.0,groceries,True,2024-12-17 15:04:29.880009
000007,453.69,groceries,True,2024-08-02 15:04:29.880009
000035,22.54,food,True,2024-10-05 15:04:29.880009
000022,339.71,insurance,True,2024-09-16 15:04:29.880009
000004,860.01,insurance,True,2024-10-08 15:04:29.880009
000082,897.81,rental,True,2024-09-22 15:04:29.880009
000002,9718.38,mortgage loan,True,2024-08-20 15:04:29.880009
000026,353.15,buy now pay later,False,2024-07-22 15:04:29.880009
000031,457.92,utility,True,2024-10-03 15:04:29.880009
000037,853.96,taxes,True,2024-11-02 15:04:29.880009
000019,42.06,insurance,True,2024-07-07 15:04:29.880009
000077,79.75,fashion,False,2024-11-18 15:04:29.880009
000029,221.0,fashion,False,2024-09-26 15:04:29.880009
000057,718.04,rental,True,2024-07-26 15:04:29.880009
000082,880.64,insurance,True,2024-07-07 15:04:29.880009
000050,76.69,credit card payment,False,2024-07-06 15:04:29.880009
000024,5718.87,investment,False,2024-10-05 15:04:29.880009
000031,266.15,installments,False,2024-12-16 15:04:29.880009
000071,782.03,installments,False,2024-07-06 15:04:29.880009
000047,561.56,installments,False,2024-11-30 15:04:29.880009
000065,433.05,food,True,2024-11-17 15:04:29.880009
000073,61.93,credit card payment,False,2024-08-19 15:04:29.880009
000008,309.66,fashion,False,2024-09-22 15:04:29.880009
000080,855.81,insurance,True,2024-08-18 15:04:29.880009
000009,181.07,fashion,False,2024-12-07 15:04:29.880009
000032,399.03,buy now pay later,False,2024-08-09 15:04:29.880009
000041,158.15,gym membership,False,2024-10-19 15:04:29.880009
000030,7488.1,investment,False,2024-12-15 15:04:29.880009
000049,519.17,utility,True,2024-08-18 15:04:29.880009
000029,941.73,taxes,True,2024-10-14 15:04:29.880009
000043,307.19,rental,True,2024-09-06 15:04:29.880009
000082,791.77,telco,True,2024-10-09 15:04:29.880009
000009,969.36,installments,False,2024-09-16 15:04:29.880009
000056,521.84,food,True,2024-12-23 15:04:29.880009
000047,839.09,insurance,True,2024-07-21 15:04:29.880009
000020,352.56,telco,True,2024-07-19 15:04:29.880009
000005,599.5,insurance,True,2024-10-25 15:04:29.880009
000052,485.8,buy now pay later,False,2024-11-20 15:04:29.880009
000040,216.23,buy now pay later,False,2024-09-15 15:04:29.880009
000043,604.03,taxes,True,2024-11-21 15:04:29.880009
000040,261.93,fashion,False,2024-10-22 15:04:29.880009
000026,985.84,taxes,True,2024-10-17 15:04:29.880009
000025,5943.11,investment,False,2024-11-15 15:04:29.880009
000014,382.43,credit card payment,False,2024-07-17 15:04:29.880009
000071,409.87,groceries,True,2024-08-25 15:04:29.880009
000025,12.99,installments,False,2024-09-07 15:04:29.880009
000021,723.92,installments,False,2024-08-08 15:04:29.880009
000035,9538.12,investment,False,2024-12-12 15:04:29.880009
000002,750.5,insurance,True,2024-08-03 15:04:29.880009
000061,1806.35,mortgage loan,True,2024-08-23 15:04:29.880009
000043,657.89,gym membership,False,2024-09-08 15:04:29.880009
000057,144.94,insurance,True,2024-10-10 15:04:29.880009
000028,924.92,transportation,True,2024-07-24 15:04:29.880009
000082,335.99,insurance,True,2024-08-20 15:04:29.880009
000017,377.5,groceries,True,2024-09-04 15:04:29.880009
000042,65.64,insurance,True,2024-12-25 15:04:29.880009
000005,535.82,telco,True,2024-10-18 15:04:29.880009
000080,832.01,food,True,2024-11-15 15:04:29.880009
000010,196.77,rental,True,2024-09-23 15:04:29.880009
000046,38.53,utility,True,2024-10-22 15:04:29.880009
000001,612.88,transportation,True,2024-11-04 15:04:29.880009
000037,320.89,taxes,True,2024-12-03 15:04:29.880009
000040,717.16,taxes,True,2024-07-19 15:04:29.880009
000051,187.35,food,True,2024-07-21 15:04:29.880009
000050,689.02,utility,True,2024-10-20 15:04:29.880009
000062,278.57,credit card payment,False,2024-11-14 15:04:29.880009
000019,780.73,telco,True,2024-07-14 15:04:29.880009
000036,595.77,utility,True,2024-11-15 15:04:29.880009
000042,440.24,fashion,False,2024-12-26 15:04:29.880009
000007,313.14,rental,True,2024-08-20 15:04:29.880009
000041,974.48,gym membership,False,2024-07-17 15:04:29.880009
000067,713.11,insurance,True,2024-10-15 15:04:29.880009
000005,7267.19,investment,False,2024-11-15 15:04:29.880009
000012,806.19,gym membership,False,2024-11-14 15:04:29.880009
000075,457.46,utility,True,2024-09-12 15:04:29.880009
000040,198.99,fashion,False,2024-12-06 15:04:29.880009
000035,619.89,gym membership,False,2024-11-08 15:04:29.880009
000037,560.39,installments,False,2024-09-18 15:04:29.880009
000049,622.1,utility,True,2024-09-16 15:04:29.880009
000003,933.93,insurance,True,2024-11-02 15:04:29.880009
000076,6557.7,mortgage loan,True,2024-08-09 15:04:29.880009
000070,3841.2,mortgage loan,True,2024-10-17 15:04:29.880009
000075,288.91,fashion,False,2024-12-09 15:04:29.880009
000049,383.43,groceries,True,2024-12-13 15:04:29.880009
000031,749.38,groceries,True,2024-12-17 15:04:29.880009
000032,304.73,telco,True,2024-08-03 15:04:29.880009
000071,160.09,food,True,2024-09-11 15:04:29.880009
000001,794.16,telco,True,2024-12-13 15:04:29.880009
000007,560.23,rental,True,2024-09-17 15:04:29.880009
000043,680.42,taxes,True,2024-12-26 15:04:29.880009
000075,898.97,taxes,True,2024-08-11 15:04:29.880009
000068,400.33,insurance,True,2024-09-11 15:04:29.880009
000011,670.17,credit card payment,False,2024-10-26 15:04:29.880009
000061,4887.42,mortgage loan,True,2024-10-26 15:04:29.880009
000017,2746.15,investment,False,2024-10-22 15:04:29.880009
000083,769.07,gym membership,False,2024-11-13 15:04:29.880009
000013,60.07,groceries,True,2024-12-10 15:04:29.880009
000015,246.05,fashion,False,2024-08-14 15:04:29.880009
000068,867.02,food,True,2024-09-08 15:04:29.880009
000046,121.73,fashion,False,2024-11-13 15:04:29.880009
000054,590.22,transportation,True,2024-11-16 15:04:29.880009
000057,440.63,credit card payment,False,2024-11-20 15:04:29.880009
000070,264.3,fashion,False,2024-11-15 15:04:29.880009
000028,567.87,food,True,2024-07-04 15:04:29.880009
000005,579.91,groceries,True,2024-11-22 15:04:29.880009
000052,415.03,buy now pay later,False,2024-09-24 15:04:29.880009
000034,320.45,fashion,False,2024-09-24 15:04:29.880009
000064,913.13,insurance,True,2024-09-19 15:04:29.880009
000020,5731.26,investment,False,2024-08-26 15:04:29.880009
000025,13.44,insurance,True,2024-07-03 15:04:29.880009
000038,484.89,installments,False,2024-11-25 15:04:29.880009
000002,738.38,gym membership,False,2024-08-03 15:04:29.880009
000031,93.9,installments,False,2024-07-07 15:04:29.880009
000055,5488.93,investment,False,2024-08-08 15:04:29.880009
000060,236.83,buy now pay later,False,2024-12-03 15:04:29.880009
000001,2607.87,investment,False,2024-11-03 15:04:29.880009
000082,737.14,utility,True,2024-09-04 15:04:29.880009
000028,163.59,buy now pay later,False,2024-10-12 15:04:29.880009
000076,5103.34,investment,False,2024-11-05 15:04:29.880009
000026,566.76,taxes,True,2024-08-15 15:04:29.880009
000001,843.25,utility,True,2024-11-16 15:04:29.880009
000055,21.7,telco,True,2024-09-07 15:04:29.880009
000034,755.63,telco,True,2024-11-04 15:04:29.880009
000070,21.74,telco,True,2024-10-26 15:04:29.880009
000024,330.37,insurance,True,2024-08-09 15:04:29.880009
000016,608.96,credit card payment,False,2024-10-17 15:04:29.880009
000081,811.46,food,True,2024-12-18 15:04:29.880009
000007,482.35,buy now pay later,False,2024-12-20 15:04:29.880009
000082,685.91,rental,True,2024-07-11 15:04:29.880009
000061,419.45,taxes,True,2024-08-13 15:04:29.880009
000010,5520.62,mortgage loan,True,2024-08-20 15:04:29.880009
000018,612.79,telco,True,2024-11-13 15:04:29.880009
000009,247.62,fashion,False,2024-11-14 15:04:29.880009
000065,118.21,gym membership,False,2024-10-24 15:04:29.880009
000075,8466.04,investment,False,2024-09-16 15:04:29.880009
000050,911.88,taxes,True,2024-12-13 15:04:29.880009
000005,451.14,fashion,False,2024-10-20 15:04:29.880009
000009,758.88,taxes,True,2024-07-23 15:04:29.880009
000019,953.26,transportation,True,2024-07-07 15:04:29.880009
000078,4823.25,investment,False,2024-08-26 15:04:29.880009
000071,169.1,fashion,False,2024-10-15 15:04:29.880009
000010,875.45,telco,True,2024-08-16 15:04:29.880009
000003,423.21,fashion,False,2024-08-03 15:04:29.880009
000039,325.53,rental,True,2024-07-06 15:04:29.880009
000063,140.45,telco,True,2024-12-20 15:04:29.880009
000011,306.16,taxes,True,2024-09-14 15:04:29.880009
000001,67.35,food,True,2024-10-19 15:04:29.880009
000078,142.43,buy now pay later,False,2024-07-09 15:04:29.880009
000003,510.35,insurance,True,2024-09-09 15:04:29.880009
000019,520.23,taxes,True,2024-12-26 15:04:29.880009
000025,71.14,insurance,True,2024-10-18 15:04:29.880009
000006,342.77,rental,True,2024-12-21 15:04:29.880009
000066,642.46,utility,True,2024-07-09 15:04:29.880009
000009,69.04,insurance,True,2024-11-25 15:04:29.880009
000026,478.78,gym membership,False,2024-08-29 15:04:29.880009
000057,196.69,telco,True,2024-09-18 15:04:29.880009
000071,108.46,fashion,False,2024-12-21 15:04:29.880009
000070,376.36,buy now pay later,False,2024-08-10 15:04:29.880009
000024,877.98,telco,True,2024-10-31 15:04:29.880009
000053,261.24,groceries,True,2024-08-11 15:04:29.880009
000081,304.89,buy now pay later,False,2024-08-18 15:04:29.880009
000007,948.58,insurance,True,2024-09-03 15:04:29.880009
000078,58.23,utility,True,2024-12-09 15:04:29.880009
000012,477.75,buy now pay later,False,2024-07-30 15:04:29.880009
000015,17.65,insurance,True,2024-10-24 15:04:29.880009
000049,430.71,buy now pay later,False,2024-11-30 15:04:29.880009
000076,9101.57,investment,False,2024-08-06 15:04:29.880009
000038,274.5,fashion,False,2024-12-17 15:04:29.880009
000015,681.7,credit card payment,False,2024-11-15 15:04:29.880009
000032,6367.83,investment,False,2024-12-18 15:04:29.880009
000032,181.69,fashion,False,2024-07-21 15:04:29.880009
000065,169.72,taxes,True,2024-12-09 15:04:29.880009
000063,160.44,credit card payment,False,2024-09-07 15:04:29.880009
000065,339.95,insurance,True,2024-07-15 15:04:29.880009
000007,892.66,utility,True,2024-12-14 15:04:29.880009
000017,95.51,fashion,False,2024-12-24 15:04:29.880009
000003,84.49,insurance,True,2024-07-25 15:04:29.880009
000020,641.32,insurance,True,2024-10-26 15:04:29.880009
000030,737.53,telco,True,2024-10-21 15:04:29.880009
000035,165.74,food,True,2024-09-25 15:04:29.880009
000026,2955.42,mortgage loan,True,2024-11-27 15:04:29.880009
000004,925.24,gym membership,False,2024-11-25 15:04:29.880009
000031,154.33,fashion,False,2024-09-13 15:04:29.880009
000001,757.71,utility,True,2024-08-24 15:04:29.880009
000059,22.96,rental,True,2024-08-08 15:04:29.880009
000041,332.25,fashion,False,2024-12-26 15:04:29.880009
000071,783.13,rental,True,2024-08-27 15:04:29.880009
000057,543.89,food,True,2024-11-18 15:04:29.880009
000061,529.14,transportation,True,2024-11-10 15:04:29.880009
000058,407.48,buy now pay later,False,2024-09-19 15:04:29.880009
000035,860.1,groceries,True,2024-08-02 15:04:29.880009
000069,577.13,groceries,True,2024-08-23 15:04:29.880009
000043,349.24,insurance,True,2024-07-21 15:04:29.880009
000006,595.97,gym membership,False,2024-12-21 15:04:29.880009
000015,871.82,gym membership,False,2024-08-25 15:04:29.880009
000077,875.56,telco,True,2024-12-02 15:04:29.880009
000035,557.34,installments,False,2024-07-25 15:04:29.880009
000042,479.84,utility,True,2024-10-18 15:04:29.880009
000051,160.78,fashion,False,2024-11-07 15:04:29.880009
000007,258.89,utility,True,2024-07-06 15:04:29.880009
000019,431.85,credit card payment,False,2024-08-24 15:04:29.880009
000082,445.08,utility,True,2024-08-10 15:04:29.880009
000077,132.94,taxes,True,2024-09-22 15:04:29.880009
000029,170.83,credit card payment,False,2024-12-07 15:04:29.880009
000069,301.67,utility,True,2024-09-06 15:04:29.880009
000081,693.96,rental,True,2024-10-07 15:04:29.880009
000041,463.58,insurance,True,2024-11-27 15:04:29.880009
000032,768.26,food,True,2024-10-18 15:04:29.880009
000012,373.66,rental,True,2024-07-23 15:04:29.880009
000051,79.11,taxes,True,2024-12-06 15:04:29.880009
000059,385.25,groceries,True,2024-10-06 15:04:29.880009
000024,851.83,groceries,True,2024-12-01 15:04:29.880009
000035,49.43,food,True,2024-12-01 15:04:29.880009
000059,238.71,insurance,True,2024-07-15 15:04:29.880009
000051,674.58,groceries,True,2024-12-07 15:04:29.880009
000061,341.05,credit card payment,False,2024-12-26 15:04:29.880009
000034,80.3,insurance,True,2024-08-02 15:04:29.880009
000027,327.03,groceries,True,2024-10-07 15:04:29.880009
000062,331.61,buy now pay later,False,2024-08-14 15:04:29.880009
000029,800.07,insurance,True,2024-10-23 15:04:29.880009
000071,1007.81,investment,False,2024-09-02 15:04:29.880009
000000,1286.04,mortgage loan,True,2024-12-02 15:04:29.880009
000052,604.83,food,True,2024-07-28 15:04:29.880009
000058,2960.09,mortgage loan,True,2024-09-04 15:04:29.880009
000053,146.69,insurance,True,2024-08-29 15:04:29.880009
000040,13.78,gym membership,False,2024-11-02 15:04:29.880009
000018,11.55,rental,True,2024-10-12 15:04:29.880009
000042,59.15,gym membership,False,2024-09-28 15:04:29.880009
000010,416.67,utility,True,2024-09-11 15:04:29.880009
000000,96.07,food,True,2024-12-13 15:04:29.880009
000003,565.3,taxes,True,2024-07-06 15:04:29.880009
000031,713.67,transportation,True,2024-10-01 15:04:29.880009
000017,722.39,gym membership,False,2024-11-14 15:04:29.880009
000038,546.7,groceries,True,2024-08-07 15:04:29.880009
000015,389.5,fashion,False,2024-07-27 15:04:29.880009
000054,1138.3,investment,False,2024-11-22 15:04:29.880009
000044,965.67,gym membership,False,2024-11-12 15:04:29.880009
000024,353.48,fashion,False,2024-09-07 15:04:29.880009
000022,494.95,taxes,True,2024-08-20 15:04:29.880009
000054,115.4,insurance,True,2024-09-03 15:04:29.880009
000041,52.25,transportation,True,2024-12-02 15:04:29.880009
000074,695.29,insurance,True,2024-11-01 15:04:29.880009
000038,326.35,buy now pay later,False,2024-12-19 15:04:29.880009
000054,915.86,insurance,True,2024-10-12 15:04:29.880009
000077,392.25,installments,False,2024-11-30 15:04:29.880009
000017,380.22,telco,True,2024-08-14 15:04:29.880009
000072,373.88,buy now pay later,False,2024-11-18 15:04:29.880009
000010,865.39,telco,True,2024-10-09 15:04:29.880009
000080,551.15,insurance,True,2024-10-25 15:04:29.880009
000034,6468.34,mortgage loan,True,2024-09-25 15:04:29.880009
000036,951.48,telco,True,2024-10-01 15:04:29.880009
000004,81.24,buy now pay later,False,2024-09-25 15:04:29.880009
000019,895.69,gym membership,False,2024-10-13 15:04:29.880009
000075,894.5,telco,True,2024-12-10 15:04:29.880009
000062,3482.9,mortgage loan,True,2024-08-03 15:04:29.880009
000045,726.33,transportation,True,2024-09-04 15:04:29.880009
000067,389.98,telco,True,2024-07-13 15:04:29.880009
000053,237.47,rental,True,2024-08-27 15:04:29.880009
000009,80.47,telco,True,2024-12-07 15:04:29.880009
000047,705.08,taxes,True,2024-09-02 15:04:29.880009
000035,422.09,gym membership,False,2024-07-26 15:04:29.880009
000017,100.8,taxes,True,2024-08-09 15:04:29.880009
000028,368.23,fashion,False,2024-11-30 15:04:29.880009
000066,144.4,gym membership,False,2024-12-04 15:04:29.880009
000039,165.5,buy now pay later,False,2024-08-05 15:04:29.880009
000058,480.52,insurance,True,2024-08-21 15:04:29.880009
000082,550.29,transportation,True,2024-07-18 15:04:29.880009
000058,243.61,taxes,True,2024-09-14 15:04:29.880009
000044,256.33,food,True,2024-09-23 15:04:29.880009
000068,147.68,gym membership,False,2024-08-19 15:04:29.880009
000041,228.81,fashion,False,2024-11-10 15:04:29.880009
000016,61.84,rental,True,2024-09-21 15:04:29.880009
000049,929.34,taxes,True,2024-11-19 15:04:29.880009
000046,881.15,credit card payment,False,2024-10-24 15:04:29.880009
000029,6705.11,investment,False,2024-09-24 15:04:29.880009
000057,93.47,insurance,True,2024-12-12 15:04:29.880009
000069,390.87,credit card payment,False,2024-12-07 15:04:29.880009
000043,305.8,transportation,True,2024-11-04 15:04:29.880009
000020,83.01,transportation,True,2024-08-12 15:04:29.880009
000022,601.54,transportation,True,2024-12-26 15:04:29.880009
000074,722.62,groceries,True,2024-12-20 15:04:29.880009
000079,222.13,utility,True,2024-10-08 15:04:29.880009
000038,209.45,food,True,2024-07-07 15:04:29.880009
000021,162.65,groceries,True,2024-12-21 15:04:29.880009
000067,475.84,transportation,True,2024-10-08 15:04:29.880009
000045,3429.79,investment,False,2024-11-19 15:04:29.880009
000008,8300.28,investment,False,2024-09-10 15:04:29.880009
000077,5727.71,investment,False,2024-11-10 15:04:29.880009
